real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
21:26:46.184,8934.9351,446553,2.389,0.121,1.33,0.055,0.7607,-0.031,-0.8936,0.02105,-0.11924,0.00187,1.0037,0.0273,0.0576,-0.05849,0.01359,-0.02705,0.65445,-0.03393,-0.75535,-0.00059,0.7274,0.0192,-0.68595,0.0001,49.71,53.18,0.02,0.0757
21:26:46.185,8934.9551,446554,2.491,0.119,1.35,0.056,0.7615,-0.0332,-0.8943,0.02292,-0.11711,0.0052,1.0083,0.0249,0.0603,-0.05875,0.01359,-0.02585,0.65419,-0.03395,-0.75557,-0.00058,0.72778,0.01831,-0.68556,0.00093,49.69,53.19,0.02,0.0722
21:26:46.199,8934.9751,446555,2.415,0.122,1.367,0.057,0.7593,-0.031,-0.8911,0.02358,-0.12057,0.00413,1.0012,0.0242,0.0569,-0.05955,0.01279,-0.02425,0.65391,-0.03397,-0.75581,-0.00057,0.72707,0.01797,-0.68633,0.00127,49.71,53.2,0.02,0.0777
21:26:46.259,8934.9951,446556,2.461,0.127,1.384,0.058,0.76,-0.0344,-0.8879,0.02265,-0.11684,0.00333,1.0054,0.0305,0.0579,-0.05889,0.01279,-0.02651,0.65365,-0.03398,-0.75604,-0.00057,0.72711,0.01905,-0.68626,0.00025,49.71,53.2,0.02,0.0744
21:26:46.260,8935.0151,446557,2.615,0.125,1.403,0.059,0.7588,-0.0317,-0.8853,0.02292,-0.11724,0.00413,1.0078,0.0269,0.0601,-0.05902,0.01346,-0.02638,0.65338,-0.03399,-0.75626,-0.00057,0.72779,0.01878,-0.68554,0.00048,49.69,53.18,0.02,0.0725
21:26:46.263,8935.0351,446558,2.675,0.128,1.423,0.061,0.7603,-0.0347,-0.8899,0.02252,-0.11924,0.0032,1.0088,0.0312,0.0605,-0.05889,0.01266,-0.02518,0.65312,-0.034,-0.75649,-0.00057,0.7279,0.01981,-0.68539,-0.00049,49.69,53.18,0.02,0.0717
21:26:46.289,8935.0551,446559,2.804,0.124,1.444,0.062,0.7612,-0.0332,-0.8933,0.02478,-0.11591,0.00413,1.0093,0.0264,0.0637,-0.05902,0.01306,-0.02531,0.65287,-0.034,-0.7567,-0.00056,0.72846,0.01918,-0.68482,9e-05,49.7,53.2,0.02,0.0713
21:26:46.304,8935.0751,446560,2.769,0.128,1.464,0.062,0.7598,-0.0344,-0.8904,0.02225,-0.12004,0.00266,1.0078,0.0251,0.0601,-0.05862,0.01332,-0.02691,0.65259,-0.03401,-0.75694,-0.00057,0.728,0.01839,-0.68533,0.00084,49.69,53.18,0.02,0.0726
21:26:46.319,8935.0951,446561,2.761,0.133,1.483,0.064,0.7605,-0.0364,-0.8904,0.02305,-0.11631,0.004,1.009,0.0286,0.0598,-0.05875,0.01252,-0.02505,0.65235,-0.03403,-0.75716,-0.00056,0.72772,0.01935,-0.6856,-5e-05,49.71,53.18,0.02,0.0716
21:26:46.395,8935.1151,446562,2.847,0.133,1.502,0.065,0.7615,-0.0347,-0.8889,0.02212,-0.11471,0.00306,1.0046,0.0254,0.0605,-0.05849,0.01452,-0.02438,0.65211,-0.03404,-0.75736,-0.00058,0.72803,0.01834,-0.6853,0.0009,49.71,53.17,0.02,0.0749
21:26:46.396,8935.1351,446563,2.869,0.137,1.522,0.066,0.7563,-0.0361,-0.8818,0.02292,-0.12004,0.00293,1.0042,0.0286,0.0601,-0.05809,0.01212,-0.02571,0.65184,-0.03406,-0.75759,-0.00057,0.72791,0.01942,-0.68539,-0.00012,49.7,53.19,0.02,0.0752
21:26:46.398,8935.1551,446564,2.84,0.139,1.541,0.067,0.7583,-0.0344,-0.8923,0.02398,-0.12324,0.0036,1.0068,0.0261,0.0588,-0.05862,0.01146,-0.02531,0.65154,-0.03406,-0.75785,-0.00057,0.72747,0.0186,-0.68588,0.00067,49.72,53.19,0.02,0.0734
21:26:46.399,8935.1751,446565,2.963,0.14,1.56,0.068,0.7632,-0.0356,-0.8896,0.02278,-0.11498,0.00266,1.0056,0.0276,0.0598,-0.05849,0.01386,-0.02625,0.6513,-0.03407,-0.75805,-0.00057,0.72799,0.01934,-0.68532,-4e-05,49.71,53.19,0.02,0.0742
21:26:46.424,8935.1951,446566,3.085,0.138,1.581,0.069,0.7607,-0.0376,-0.8872,0.02451,-0.11858,0.004,1.0059,0.0264,0.0618,-0.05902,0.01172,-0.02518,0.65104,-0.03408,-0.75828,-0.00057,0.72848,0.01854,-0.68481,0.00069,49.71,53.19,0.02,0.0739
21:26:46.439,8935.2151,446567,3.245,0.138,1.604,0.07,0.7629,-0.033,-0.8855,0.02278,-0.12497,0.00253,1.0076,0.0278,0.0654,-0.05889,0.01159,-0.02638,0.65072,-0.03409,-0.75855,-0.00058,0.72916,0.01883,-0.68409,0.0004,49.72,53.2,0.02,0.0724
21:26:46.500,8935.2351,446568,3.167,0.143,1.624,0.071,0.7581,-0.032,-0.8889,0.02318,-0.11751,0.004,1.0027,0.0293,0.0586,-0.05862,0.01226,-0.02558,0.65046,-0.0341,-0.75878,-0.00058,0.72845,0.01919,-0.68483,9e-05,49.71,53.2,0.02,0.0764
21:26:46.501,8935.2551,446569,3.323,0.142,1.647,0.071,0.76,-0.0347,-0.8828,0.02358,-0.11578,0.0044,1.0066,0.0283,0.0635,-0.05875,0.01372,-0.02505,0.65021,-0.03411,-0.75899,-0.00057,0.72916,0.01926,-0.68407,-0.0,49.7,53.21,0.02,0.0733
21:26:46.503,8935.2751,446570,3.405,0.141,1.67,0.072,0.7632,-0.0332,-0.8865,0.02305,-0.12004,0.0036,1.0051,0.0269,0.0642,-0.05875,0.01212,-0.02558,0.64995,-0.03412,-0.75921,-0.00057,0.72942,0.01825,-0.68383,0.00095,49.7,53.2,0.02,0.0744
